"","X","Item_ID","Sentence","ModalPresent","Finite","QuestionType","DegreeQ","SubjectAuxInv","WhAll","QuantifiedSubject","QuantifiedPredicate","Wh","MatVerb","MatVerbPart","Modal","Verb1","Verb2","DeterminerSubject","DeterminerNonSubject","FullWhPhrase","WhNode","WhParse","Question","SentenceParse","WhPhaseType"
"189",190,"136497:4","what do you use *t*-1 *-2 to keep from *-3 sliding off that rascal?","no","yes","root","no","yes",NA,"","","","","",NA,"do","","","that","",NA,"(WP What)","what do you use *t*-1 *-2 to keep from *-3 sliding off that rascal?","(TOP (SBARQ (WHNP-1 (WP What)) (SQ (VBP do) (NP-SBJ-2 (PRP you)) (VP (VB use) (NP (-NONE- *T*-1)) (S-PRP (NP-SBJ-3 (-NONE- *-2)) (VP (TO to) (VP (VB keep) (PP (IN from) (S-NOM (NP-SBJ (-NONE- *-3)) (VP (VBG sliding) (PP-DIR (IN off) (NP (DT that) (NN rascal))))))))))) (. ?) (-DFL- E_S)))","monomorphemic"
"190",191,"44549:70","uh, when i was, uh, married *t*-1, my, uh, ex-wife had said that she had a friend who *t*-2 had a little puppy. that she needed, uh, the woman needed someone 0 *t*-4 to baby-sit *t*-3","no","yes","relative","no","",NA,"","someone","who","said","",NA,"had","","the","a","",NA,"(WP who)","who *t*-2 had a little puppy. that she needed, uh, the woman needed someone 0 *t*-4 to baby-sit *t*-3","(TOP (S (INTJ (UH Uh)) (, ,) (SBAR-TMP (WHADVP-1 (WRB when)) (S (NP-SBJ (PRP I)) (VP (VBD was) (, ,) (INTJ (UH uh)) (, ,) (ADJP-PRD (JJ married)) (ADVP-TMP (-NONE- *T*-1))))) (, ,) (NP-SBJ (PRP$ my) (, ,) (INTJ (UH uh)) (, ,) (NN ex-wife)) (VP (VBD had) (VP (VBN said) (SBAR (IN that) (S (NP-SBJ (PRP she)) (VP (VBD had) (NP (NP (DT a) (NN friend)) (SBAR (WHNP-2 (WP who)) (S (NP-SBJ (-NONE- *T*-2)) (VP (VBD had) (NP (NP (DT a) (JJ little) (NN puppy)) (. .) (SBAR (WHNP-3 (WDT That)) (S (EDITED (S (NP-SBJ (PRP she)) (VP (VBD needed))) (, ,)) (-DFL- N_S) (INTJ (UH uh)) (, ,) (NP-SBJ (DT the) (NN woman)) (VP (VBD needed) (NP (NP (NN someone)) (SBAR (WHNP-4 (-NONE- 0)) (S (NP-SBJ (-NONE- *T*-4)) (VP (TO to) (VP (VB baby-sit) (NP (-NONE- *T*-3)))))))))))))))))))) (-DFL- E_S)))","monomorphemic"
"191",192,"116445:48","and i, i really don't know what, what *t*-1 can be done *-2.","no","yes","embedded","no","",NA,"","done","what","know","",NA,"be","","","","",NA,"(WP what)","what, what *t*-1 can be done *-2","(TOP (S (CC and) (EDITED (RM (-DFL- \[)) (NP-SBJ (PRP I)) (, ,) (IP (-DFL- \+))) (NP-SBJ (PRP I)) (RS (-DFL- \])) (ADVP (RB really)) (VP (VBP do) (RB n't) (VP (VB know) (SBAR (EDITED (RM (-DFL- \[)) (WHNP (WP what)) (, ,) (IP (-DFL- \+))) (WHNP-1 (WP what)) (RS (-DFL- \])) (S (NP-SBJ-2 (-NONE- *T*-1)) (VP (MD can) (VP (VB be) (VP (VBN done) (NP (-NONE- *-2))))))))) (. .) (-DFL- E_S)))","monomorphemic"
"192",193,"9464:103","i know 0 i, i tend * to, i tend *-1 to be able *-2 to get along with monotony in the weather when it's very temperate *t*-3.","no","yes","embedded","no","",NA,"","","when","get","",NA,"get","","","the","",NA,"(WRB when)","when it's very temperate *t*-3","(TOP (S (NP-SBJ (PRP I)) (VP (VBP know) (SBAR (-NONE- 0) (S (EDITED (RM (-DFL- \[)) (EDITED (RM (-DFL- \[)) (NP-SBJ (PRP I)) (, ,) (IP (-DFL- \+))) (S (NP-SBJ (PRP I)) (VP (VBP tend) (S (NP-SBJ (-NONE- *)) (VP-UNF (TO to))))) (, ,) (RS (-DFL- \])) (IP (-DFL- \+))) (NP-SBJ-1 (PRP I)) (VP (VB tend) (S (NP-SBJ-2 (-NONE- *-1)) (VP (TO to) (RS (-DFL- \])) (VP (VB be) (ADJP-PRD (JJ able) (S (NP-SBJ (-NONE- *-2)) (VP (TO to) (VP (VB get) (ADVP (RB along)) (PP (IN with) (NP (NP (NN monotony)) (PP (IN in) (NP (DT the) (NN weather))))) (SBAR-TMP (WHADVP-3 (WRB when)) (S (NP-SBJ (PRP it)) (VP (BES 's) (ADJP-PRD (RB very) (JJ temperate)) (ADVP-TMP (-NONE- *T*-3)))))))))))))))) (. .) (-DFL- E_S)))","monomorphemic"
"193",194,"31358:22","because i can't really see why anyone, um, who *t*-1 has nothing 0 * to hide *t*-2 would object *t*-3.","no","yes","embedded","no","",NA,"anyone","","why","see","",NA,"has","","","","",NA,"(WRB why)","why anyone, um, who *t*-1 has nothing 0 * to hide *t*-2 would object *t*-3","(TOP (SBAR-PRP (IN because) (S (NP-SBJ (PRP I)) (VP (MD ca) (RB n't) (ADVP (RB really)) (VP (VB see) (SBAR (WHADVP-3 (WRB why)) (S (NP-SBJ (NP (NN anyone)) (, ,) (INTJ (UH um)) (, ,) (SBAR (WHNP-1 (WP who)) (S (NP-SBJ (-NONE- *T*-1)) (VP (VBZ has) (NP (NP (NN nothing)) (SBAR (WHNP-2 (-NONE- 0)) (S (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VB hide) (NP (-NONE- *T*-2))))))))))) (VP (MD would) (VP (VB object) (ADVP-PRP (-NONE- *T*-3))))))))) (. .) (-DFL- E_S)))","monomorphemic"
"194",195,"131063:17","i, where i live *t*-1 is a house that *t*-2's seventeen years old when i bought it *t*-3.","no","yes","subject","no","",NA,"","","where","","",NA,"live","","","a","",NA,"(WRB where)","where i live *t*-1","(TOP (SINV (EDITED (RM (-DFL- \[)) (NP-SBJ (PRP I)) (, ,) (IP (-DFL- \+))) (SBAR-SBJ (WHADVP-1 (WRB where)) (S (NP-SBJ (PRP I)) (RS (-DFL- \])) (VP (VBP live) (ADVP-LOC (-NONE- *T*-1))))) (VP (VBZ is) (NP-PRD (NP (DT a) (NN house)) (SBAR (WHNP-2 (WDT that)) (S (NP-SBJ (-NONE- *T*-2)) (VP (BES 's) (ADJP-PRD (NP (CD seventeen) (NNS years)) (JJ old)) (SBAR-TMP (WHADVP-3 (WRB when)) (S (NP-SBJ (PRP I)) (VP (VBD bought) (NP (PRP it)) (ADVP-TMP (-NONE- *T*-3)))))))))) (. .) (-DFL- E_S)))","monomorphemic"
"195",196,"97841:4","how was that *t*-1?","no","yes","root","no","yes",NA,"","","","","",NA,"","","that","","",NA,"(WRB How)","how was that *t*-1?","(TOP (SBARQ (WHADVP-1 (WRB How)) (SQ (VBD was) (NP-SBJ (DT that)) (ADVP-PRD (-NONE- *T*-1))) (. ?) (-DFL- E_S)))","monomorphemic"
"196",197,"99791:20","and they said something about how you don't realize 0 even just your small contribution *t*-1,","no","yes","relative","no","",NA,"small","small","how","","",NA,"do","","","","",NA,"(WRB how)","how you don't realize 0 even just your small contribution *t*-1","(TOP (S (CC and) (NP-SBJ (PRP they)) (VP (VBD said) (NP (NP (NN something)) (PP (IN about) (SBAR (WHADVP-1 (WRB how)) (S (NP-SBJ (PRP you)) (VP (VBP do) (RB n't) (VP (VB realize) (SBAR (-NONE- 0) (S-UNF (NP-SBJ (RB even) (RB just) (PRP$ your) (JJ small) (NN contribution)))) (ADVP (-NONE- *T*-1))))))))) (, ,)))","monomorphemic"
"197",198,"83254:116","but there, there definitely is, uh, uh, you know, to me the, one of the worst things that *t*-1 could ever happen, uh, from what i read and see and understand *t*-2.","no","yes","nominalized","no","",NA,"","","what","","is",NA,"read","","","the","",NA,"(WP what)","what i read and see and understand *t*-2","(TOP (S (CC But) (EDITED (RM (-DFL- \[)) (NP-SBJ (EX there)) (, ,) (IP (-DFL- \+))) (NP-SBJ (EX there)) (RS (-DFL- \])) (ADVP (RB definitely)) (VP (VBZ is) (, ,) (INTJ (UH uh)) (, ,) (INTJ (UH uh)) (PRN (, ,) (S (NP-SBJ (PRP you)) (VP (VBP know))) (, ,)) (PP (IN to) (NP (PRP me))) (EDITED (RM (-DFL- \[)) (NP-UNF (DT the)) (, ,) (IP (-DFL- \+))) (NP-PRD (NP (CD one)) (PP (IN of) (NP (NP (DT the) (RS (-DFL- \])) (JJS worst) (NNS things)) (SBAR (WHNP-1 (WDT that)) (S (NP-SBJ (-NONE- *T*-1)) (VP (MD could) (ADVP-TMP (RB ever)) (VP (VB happen)))))))) (, ,) (INTJ (UH uh)) (, ,) (PP (IN from) (SBAR-NOM (WHNP-2 (WP what)) (S (NP-SBJ (PRP I)) (VP (VBP read) (CC and) (VBP see) (CC and) (VBP understand) (NP (-NONE- *T*-2))))))) (. .) (-DFL- E_S)))","monomorphemic"
"198",199,"66529:16","you, never know when they're going *-1 to turn or hurt the next person *t*-2 because it *exp*-3 doesn't really matter to them whether someone else gets hurt *-4 or not.","no","yes","embedded","no","",NA,"","","when","know","",NA,"'re","","","the","",NA,"(WRB when)","when they're going *-1 to turn or hurt the next person *t*-2","(TOP (S (NP-SBJ (PRP you)) (, ,) (ADVP-TMP (RB never)) (VP (VBP know) (SBAR (WHADVP-2 (WRB when)) (S (NP-SBJ-1 (PRP they)) (VP (VBP 're) (VP (VBG going) (S (NP-SBJ (-NONE- *-1)) (VP (TO to) (VP (VP (VB turn)) (CC or) (VP (VB hurt) (NP (DT the) (JJ next) (NN person)))))) (ADVP-TMP (-NONE- *T*-2)))))) (SBAR-PRP (IN because) (S (NP-SBJ (NP (PRP it)) (SBAR (-NONE- *EXP*-3))) (VP (VBZ does) (RB n't) (ADVP (RB really)) (VP (VB matter) (PP (IN to) (NP (PRP them))) (SBAR-3 (IN whether) (S (NP-SBJ-4 (NP (NN someone)) (ADVP (RB else))) (VP (VP (VBZ gets) (VP (VBN hurt) (NP (-NONE- *-4)))) (CC or) (FRAG (RB not)))))))))) (. .) (-DFL- E_S)))","monomorphemic"
"199",200,"23491:40","and he had his pockets full of stuff, you know, when he was caught *-1 *t*-2","no","yes","embedded","no","",NA,"","","when","had","",NA,"was","","","","",NA,"(WRB when)","when he was caught *-1 *t*-2","(TOP (S (CC and) (NP-SBJ (PRP he)) (VP (VBD had) (S (NP-SBJ (PRP$ his) (NNS pockets)) (ADJP-PRD (JJ full) (PP (IN of) (NP (NN stuff))))) (PRN (, ,) (S (NP-SBJ (PRP you)) (VP (VBP know))) (, ,)) (SBAR-TMP (WHADVP-2 (WRB when)) (S (NP-SBJ-1 (PRP he)) (VP (VBD was) (VP (VBN caught) (NP (-NONE- *-1)) (ADVP-TMP (-NONE- *T*-2))))))) (-DFL- E_S)))","monomorphemic"
